BATS_id,type,cruise,cast,mtime,year,month,day,hour,doy,lat,lon,MLD_dens125,MLD_bvfrq,MLD_densT2,MLD_densT3,MLD_densT1,MLD_dens2,MLD_densGR,MLD_te2,DCM,DCMde_top,Season,Sunrise,Sunset,par0,kpar,z_par_1pcnt,z_par_halfpcnt,z_par_tenthpcnt,fluor_offset
10001001,1,1,1,726396.9375,1988,10,20,22.5,294,31.783,-64.116,63.5454497159455,31.775191564822,55.6033474196759,61.5599530230669,31.775191564822,65.5309271566576,7.94426066485565,65.5309271566576,NaN,NaN,3,1027.46399999996,2134.96399999999,NaN,NaN,NaN,NaN,NaN,NaN
10002001,1,2,1,726430.583333333,1988,11,23,14,328,31.817,-64.183,59.5742697480267,59.5742697480267,59.5742697480267,59.5742697480267,57.5887401241087,59.5742697480267,23.8317894335616,59.5742697480267,NaN,NaN,NaN,1055.23200000001,2108.732,NaN,NaN,NaN,NaN,NaN,NaN
10002002,1,2,2,726430.864583333,1988,11,23,20.75,328,31.825,-64.208,62.5524867274061,60.5669872973805,60.5669872973805,62.5524867274061,60.5669872973805,62.5524867274061,2.97912357705014,62.5524867274061,NaN,NaN,NaN,1055.33199999997,2108.83199999997,NaN,NaN,NaN,NaN,NaN,NaN
10002003,1,2,3,726431.104166667,1988,11,24,2.5,329,31.882,-64.262,64.537662729242,64.537662729242,64.537662729242,64.537662729242,62.5521919096401,64.537662729242,4.96515844944805,64.537662729242,NaN,NaN,NaN,1056.54799999998,2108.548,NaN,NaN,NaN,NaN,NaN,NaN
10002004,1,2,4,726435.625,1988,11,28,15,333,31.833,-64.167,-999,-999,-999,-999,-999,-999,-999,-999,NaN,NaN,NaN,1059.66799999997,2107.16799999997,NaN,NaN,NaN,NaN,NaN,NaN
10003001,1,3,1,726454.302083333,1988,12,17,7.25,352,31.718,-64.218,99.2816318635857,33.7611583117144,97.2964708776861,97.2964708776861,97.2964708776861,99.2816318635857,2.97914989753306,97.2964708776861,NaN,NaN,NaN,1113.37199999999,2109.37199999999,NaN,NaN,NaN,NaN,NaN,NaN
10003002,1,3,2,726455.184027778,1988,12,18,4.41666666666667,353,31.702,-64.152,95.3114164401982,93.3262143691215,93.3262143691215,95.3114164401982,91.3409930635505,97.2965992779584,9.93034399615681,93.3262143691215,NaN,NaN,NaN,1113.60799999999,2109.608,NaN,NaN,NaN,NaN,NaN,NaN
10003003,1,3,3,726456.184027778,1988,12,19,4.41666666666667,354,31.668,-64.043,99.2820411796678,93.326475971399,99.2820411796678,99.2820411796678,97.2968720094811,101.267191118862,3.97220659557975,99.2820411796678,NaN,NaN,NaN,1113.67199999997,2109.67199999997,NaN,NaN,NaN,NaN,NaN,NaN
10003004,1,3,4,726456.420138889,1988,12,19,10.0833333333333,354,31.687,-64.02,81.4146986758045,79.4293594828162,79.4293594828162,79.4293594828162,79.4293594828162,85.3853193380989,75.4586233671631,79.4293594828162,NaN,NaN,NaN,1113.58000000001,2109.58000000001,NaN,NaN,NaN,NaN,NaN,NaN
10003005,1,3,5,726456.604861111,1988,12,19,14.5166666666667,354,31.683,-64.017,91.3411361621222,89.35589251074,89.35589251074,91.3411361621222,89.35589251074,91.3411361621222,85.3853474961135,89.35589251074,NaN,NaN,NaN,1113.56799999996,2109.56799999996,NaN,NaN,NaN,NaN,NaN,NaN
10003006,1,3,6,726456.729166667,1988,12,19,17.5,354,31.675,-63.972,93.3264221248154,79.4294380590241,83.4001011313601,87.3706872418319,81.4147792160089,95.3116286151498,19.8602500951868,83.4001011313601,NaN,NaN,NaN,1113.388,2109.38800000001,NaN,NaN,NaN,NaN,NaN,NaN
10003007,1,3,7,726456.885416667,1988,12,19,21.25,354,31.776,-64.056,108.214100320225,106.229035366356,106.229035366356,106.229035366356,106.229035366356,108.214100320225,3.97217120417352,106.229035366356,NaN,NaN,NaN,1113.72399999997,2109.72399999998,NaN,NaN,NaN,NaN,NaN,NaN
10004001,1,4,1,726494.347222222,1989,1,26,8.33333333333333,26,31.655,-64.207,125.087624812434,119.132803002332,123.102703426258,123.102703426258,123.102703426258,131.042273682063,9.93038247090896,123.102703426258,NaN,NaN,NaN,1116.828,2140.328,-0,-0.933993247757551,NaN,NaN,NaN,NaN
10004002,1,4,2,726494.559027778,1989,1,26,13.4166666666667,26,31.656,-64.224,119.132793185684,107.222631597435,113.177798893778,115.16281621222,113.177798893778,129.057399304726,3.97221052384217,113.177798893778,NaN,NaN,NaN,1116.896,2140.396,NaN,NaN,NaN,NaN,NaN,NaN
10004003,1,4,3,726495.329861111,1989,1,27,7.91666666666667,27,31.69,-64.251,116.154992139233,106.229789183553,112.184968627895,114.169989994605,110.199928037953,124.09480852077,2.9791567770577,110.199928037953,NaN,NaN,NaN,1116.504,2141.504,NaN,NaN,NaN,NaN,NaN,NaN
10004004,1,4,4,726495.695833333,1989,1,27,16.7,27,31.634,-64.141,-999,75.458952944903,111.192963888116,-999,91.3415049863887,-999,73.4735473484231,83.4003828899201,NaN,NaN,NaN,1116.064,2141.064,NaN,NaN,NaN,NaN,NaN,NaN
10004005,1,4,5,726496.583333333,1989,1,28,14,28,31.655,-64.253,123.102703426258,111.19277151501,113.177808219736,115.162825701743,113.177808219736,131.042273682063,109.207715586393,113.177808219736,NaN,NaN,NaN,1116.012,2142.512,NaN,NaN,NaN,NaN,NaN,NaN
10005001,1,5,1,726516.740277778,1989,2,17,17.7666666666667,48,31.651,-64.208,262.992738179023,6.95132064912868,30.7826267124194,231.253011429314,12.9094074486738,306.626865657286,2.97916635364568,22.839166477388,NaN,NaN,NaN,1101.332,2200.832,NaN,NaN,NaN,NaN,NaN,NaN
10005002,1,5,2,726517.388888889,1989,2,18,9.33333333333333,49,31.652,-64.34,277.869025767204,9.93038492567006,198.516266585959,232.244932944827,53.6183531214636,323.483001665626,6.9513200763668,190.57930479356,NaN,NaN,NaN,1100.86,2202.36,NaN,NaN,NaN,NaN,NaN,NaN
10005003,1,5,3,726518.295138889,1989,2,19,7.08333333333333,50,31.65,-64.551,26.8109373526451,18.8673222589168,22.8391683592104,22.8391683592104,20.8532549480085,68.5098588478512,16.8813702907287,20.8532549480085,NaN,NaN,NaN,1100.704,2204.204,NaN,NaN,NaN,NaN,NaN,NaN
10005004,1,5,4,726518.604166667,1989,2,19,14.5,50,31.709,-64.605,234.227699115658,7.94430918396995,13.9023385697518,95.3113614155489,9.93033826317132,-999,3.97219316779555,13.9023385697518,NaN,NaN,NaN,1100.92,2204.42,NaN,NaN,NaN,NaN,NaN,NaN
10005005,1,5,5,726519.520833333,1989,2,20,12.5,51,31.703,-64.835,46.6684221597818,5.9582637676945,24.8249540355602,28.7966671271155,16.8812965377031,260.016232412162,2.97915358341062,22.8390685772256,NaN,NaN,NaN,1100.84,2205.84,NaN,NaN,NaN,NaN,NaN,NaN
10006001,1,6,1,726551.625,1989,3,24,15,83,31.659,-64.188,14.8953879957888,8.93736297534633,12.9093989386766,12.9093989386766,10.9233905989322,38.7257530678021,4.96524987195049,12.9093989386766,NaN,NaN,NaN,1020.75199999999,2227.252,NaN,NaN,NaN,NaN,NaN,NaN
10006002,1,6,2,726552.395833333,1989,3,25,9.5,84,31.407,-63.919,51.6337787593289,15.8887045080042,21.8466505247803,29.7903086647652,19.8606877984864,67.5184749857997,3.97229184792968,21.8466505247803,NaN,NaN,NaN,1018.176,2227.17599999999,NaN,NaN,NaN,NaN,NaN,NaN
10006003,1,6,3,726552.364583333,1989,3,25,8.75,84,31.412,-63.921,51.6337575787237,19.860679651438,23.8325841970083,27.8044116365432,21.8466415630725,65.5329284642366,5.95840639449406,23.8325841970083,NaN,NaN,NaN,1018.18400000001,2227.184,358.244547443664,0.038573300986331,121.120182801016,138.984313441899,180.661235996258,NaN
10006004,1,6,4,726552.5,1989,3,25,12,84,31.417,-63.917,30.7832189923523,8.93754082878831,22.839605919813,24.8255381006239,18.867683725695,58.5834369292765,6.95145439791022,22.839605919813,NaN,NaN,NaN,1018.168,2227.16800000001,511.950086621976,0.0331958060409465,NaN,NaN,NaN,NaN
10006005,1,6,5,726552.506944444,1989,3,25,12.1666666666667,84,31.417,-63.917,26.8114510055266,6.95145439791022,22.839605919813,24.8255381006239,16.881693710015,56.5978322774336,4.96534868042216,22.839605919813,NaN,NaN,NaN,1018.168,2227.16800000001,223.621289173229,0.0209242100963353,NaN,NaN,NaN,NaN
10006006,1,6,6,726552.506944444,1989,3,25,12.1666666666667,84,31.417,-63.917,31.7761489434641,7.94450002410399,21.8466326005629,23.8325744197748,17.8746911278654,57.5906370103963,5.95840395007393,21.8466326005629,NaN,NaN,NaN,1018.168,2227.16800000001,538.05935365108,0.0339766819468392,136.999430681192,NaN,NaN,NaN
10006007,1,6,7,726552.510416667,1989,3,25,12.25,84,31.417,-63.917,31.7761489434641,9.93057681212705,21.8466326005629,23.8325744197748,17.8746911278654,59.5762320342267,5.95840395007393,21.8466326005629,NaN,NaN,NaN,1018.168,2227.16800000001,204.273657419857,0.0199823636169116,NaN,NaN,NaN,NaN
10006008,1,6,8,726553.277777778,1989,3,26,6.66666666666667,85,31.134,-63.75,31.7768849372965,15.8890594838789,17.8751051391138,21.8471386091709,17.8751051391138,61.5632336824109,3.97238059460322,17.8751051391138,NaN,NaN,NaN,1016.49999999999,2227,NaN,NaN,NaN,NaN,NaN,NaN
10006009,1,6,9,726553.520833333,1989,3,26,12.5,85,31.055,-63.72,25.8192613508781,9.93087081960716,19.8612595036872,21.8472793973072,19.8612595036872,53.620976655624,3.97240619361644,19.8612595036872,NaN,NaN,NaN,1016.38000000001,2226.88,NaN,NaN,NaN,NaN,NaN,NaN
10006010,1,6,10,726553.649305556,1989,3,26,15.5833333333333,85,31.018,-63.7,27.8053072443264,19.8613193842788,21.8473452656234,23.8333518686196,19.8613193842788,51.6354207489878,3.97241817022144,21.8473452656234,NaN,NaN,NaN,1016.3,2226.80000000001,NaN,NaN,NaN,NaN,NaN,NaN
10006011,1,6,11,726554.388888889,1989,3,27,9.33333333333333,86,30.857,-63.735,52.6289711038985,22.8406500700512,30.7846262966946,34.7564987656549,28.7986611529072,64.5430859000118,20.8546078212992,28.7986611529072,NaN,NaN,NaN,1015.43999999999,2227.44,NaN,NaN,NaN,NaN,NaN,NaN
10006012,1,6,12,726554.416666667,1989,3,27,10,86,30.843,-63.738,57.5933353236752,27.8057029630873,31.7776377662869,37.7353954288354,27.8057029630873,67.5215830495724,23.833691059574,29.7916800016313,NaN,NaN,NaN,1015.452,2227.45199999999,NaN,NaN,NaN,NaN,NaN,NaN
10007001,1,7,1,726574.385416667,1989,4,16,9.25,106,31.576,-64.259,44.6832161412094,30.7828168126826,38.7260177496469,40.711769812575,34.7544558205823,56.5970928345866,28.7969684012033,40.711769812575,NaN,NaN,NaN,952.536000000005,2242.53599999999,NaN,NaN,NaN,NaN,NaN,NaN
10007002,1,7,2,726574.510416667,1989,4,16,12.25,106,31.604,-64.222,40.7116759891923,8.93740346337499,34.7543757262307,38.7259285025614,12.9094574207905,50.6401244546552,4.96527236552828,36.7401617486289,NaN,NaN,NaN,952.387999999996,2242.38800000001,434.810845769656,0.031431189325317,147.913461239572,NaN,NaN,NaN
10007003,1,7,3,726574.513888889,1989,4,16,12.3333333333333,106,31.606,-64.226,40.7116692857515,14.895453022168,34.7543700036941,38.7259221260853,14.895453022168,50.6401161164406,4.96527154796077,36.7401556991209,NaN,NaN,NaN,952.40399999999,2242.404,517.8481428315,0.0331228241133395,139.974487708652,161.805858709229,NaN,NaN
10007004,1,7,4,726574.517361111,1989,4,16,12.4166666666667,106,31.606,-64.226,41.7045356407316,11.9164492007171,33.7614699299282,37.73304132108,13.902456568942,49.6472931035012,7.94437661310618,35.7472652600385,NaN,NaN,NaN,952.40399999999,2242.404,373.086344305614,0.0282015605873572,NaN,NaN,NaN,NaN
10007005,1,7,5,726574.59375,1989,4,16,14.25,106,31.603,-64.224,31.7756631775991,11.9164521438819,25.8181022717118,29.7898288153362,15.8884485792104,43.6902646924432,3.97222786378109,25.8181022717118,NaN,NaN,NaN,952.396000000003,2242.39599999999,639.520419739361,0.0379611089353204,123.103230656942,140.966907976058,182.642773251825,NaN
10007006,1,7,6,726574.642361111,1989,4,16,15.4166666666667,106,31.576,-64.259,35.7473535286137,9.93044706983098,21.8463471762102,31.7757337913107,15.8884838875007,45.6760656831329,7.94439622973986,19.8604120256585,NaN,NaN,NaN,952.536000000005,2242.53599999999,787.932504465352,0.0488664053392824,95.3124057315162,109.208425994233,142.951982636062,NaN
10007007,1,7,7,726574.736111111,1989,4,16,17.6666666666667,106,31.602,-64.224,35.7472770318768,7.94437922925625,21.8463004265425,31.7756657935207,19.8603695257447,45.6759679397836,5.95831335347789,23.8322120499565,NaN,NaN,NaN,952.396000000003,2242.39599999999,NaN,NaN,NaN,NaN,NaN,NaN
10007008,1,7,8,726575.381944444,1989,4,17,9.16666666666667,107,31.574,-64.208,33.7615588512289,21.846350771451,29.7898999185285,31.7757390206191,25.8181638951043,43.6903689734189,3.97223734483275,31.7757390206191,NaN,NaN,NaN,951.332000000002,2243.332,NaN,NaN,NaN,NaN,NaN,NaN
10007009,1,7,9,726575.673611111,1989,4,17,16.1666666666667,107,31.554,-64.235,34.7545187241146,10.9234850289803,24.8252586894747,28.7970205220669,12.9095105372574,42.6975798892873,4.96529279535377,34.7545187241146,NaN,NaN,NaN,951.439999999996,2243.44,194.036858553619,0.0346856890260618,134.020647649487,153.868105559876,199.509974826987,NaN
10007010,1,7,10,726576.395833333,1989,4,18,9.5,108,31.509,-64.254,33.7617393179804,23.8323943629256,27.8041901656962,29.7900591555146,25.8183019018939,49.6476892463115,21.8464675476129,31.7759088725418,NaN,NaN,NaN,950.515999999996,2244.01599999999,259.612499755309,0.0378328226347698,123.104182502664,140.967997943208,182.644185453373,NaN
10008001,1,8,1,726603.569444444,1989,5,15,13.6666666666667,135,31.875,-64.183,15.8880919500509,5.95817912362865,7.94420025703312,9.93020210519196,7.94420025703312,17.874016669086,3.97213870377376,7.94420025703312,NaN,NaN,NaN,923.731999999986,2301.73199999999,1294.29347148298,0.041014374595673,113.175752593133,131.03989359144,168.747970883094,NaN
10008002,1,8,2,726603.666666667,1989,5,15,16,135,31.788,-64.192,12.9092615507899,6.95124208753239,8.93726785968922,8.93726785968922,8.93726785968922,16.8811781121928,2.97913268404803,8.93726785968922,NaN,NaN,NaN,924.268000000011,2301.76799999998,NaN,NaN,NaN,NaN,NaN,NaN
10008003,1,8,3,726604.388888889,1989,5,16,9.33333333333333,136,31.963,-64.032,14.8950138545016,12.9090746812473,12.9090746812473,14.8950138545016,12.9090746812473,16.8809337468119,8.93713848715307,12.9090746812473,NaN,NaN,NaN,922.627999999991,2302.12800000002,NaN,NaN,NaN,NaN,NaN,NaN
10008004,1,8,4,726605.399305556,1989,5,17,9.58333333333333,137,32.032,-63.787,18.8667264499378,14.8949286619789,16.8808371957766,18.8667264499378,14.8949286619789,18.8667264499378,2.97907252018821,18.8667264499378,NaN,NaN,NaN,920.647999999997,2302.14799999999,NaN,NaN,NaN,NaN,NaN,NaN
10008005,1,8,5,726605.6875,1989,5,17,16.5,137,32.05,-63.73,-999,-999,-999,-999,-999,-999,-999,-999,NaN,NaN,NaN,920.419999999999,2301.92,NaN,NaN,NaN,NaN,NaN,NaN
10008006,1,8,6,726605.861111111,1989,5,17,20.6666666666667,137,32.079,-63.668,10.923011153299,8.93705251825117,10.923011153299,10.923011153299,8.93705251825117,16.8807713644076,4.96507739403411,10.923011153299,NaN,NaN,NaN,920.171999999984,2301.67199999998,NaN,NaN,NaN,NaN,NaN,NaN
10009001,1,9,1,726639.870138889,1989,6,20,20.8833333333333,171,31.745,-64.202,14.8952823528881,6.95126676573059,10.9233131266847,10.9233131266847,8.93729958864001,18.8671744538718,4.96521465675585,8.93729958864001,NaN,NaN,NaN,914.80799999998,2319.30800000001,NaN,NaN,NaN,NaN,NaN,NaN
10009002,1,9,2,726640.358333333,1989,6,21,8.6,172,31.76,-64.168,20.8530657665383,12.9092913976216,16.8812171422686,18.8671510938602,14.8952639105864,20.8530657665383,2.97913957195337,14.8952639105864,NaN,NaN,NaN,915.172000000016,2319.67200000001,NaN,NaN,NaN,NaN,NaN,NaN
10009003,1,9,3,726640.588194444,1989,6,21,14.1166666666667,172,31.765,-64.173,16.8812101740022,18.8671433058374,12.9092860688932,14.8952577620849,8.9372848339332,18.8671433058374,2.97913834221559,10.9232950932457,NaN,NaN,NaN,914.692,2319.69199999998,1450.09006289294,0.0399472453837294,116.154273388352,134.018317353247,173.710623161021,NaN
